BataryaGucu,Bluetooth,MikroislemciHizi,CiftHat,OnKameraMP,4G,DahiliBellek,Kalinlik,Agirlik,CekirdekSayisi,ArkaKameraMP,CozunurlukYukseklik,CozunurlukGenislik,RAM,BataryaOmru,3G,Dokunmatik,WiFi,FiyatAraligi,Renk
1597,0,0.9,1,4,0,4,0.5,85,1,19,880,1145,2130,15,0,0,1,1,0
612,0,0.7,1,6,1,35,0.6,181,5,12,1294,1337,3169,6,1,1,1,1,9
1449,1,0.8,0,3,0,10,0.2,144,1,12,1518,1883,1032,8,0,0,0,3,5
586,1,2.8,1,2,1,15,0.2,83,3,11,241,854,2592,3,1,1,1,3,7
877,1,1.5,0,0,0,17,0.1,195,7,0,1064,1985,2004,9,0,0,0,3,9
1218,0,2.8,0,3,1,39,0.8,150,7,14,1122,1746,1667,12,1,1,1,3,9
627,0,1.6,0,3,0,12,0.2,131,7,17,447,819,2476,10,0,1,1,3,11
1547,0,2.9,1,2,1,57,0.4,114,1,3,347,957,1620,19,1,0,0,3,6
1159,0,2.8,1,5,0,18,0.5,83,1,7,681,723,2246,3,0,0,1,3,2
874,1,1.3,1,5,1,8,0.5,185,1,20,442,1248,582,15,1,1,1,0,10
557,1,0.5,0,3,1,17,0.2,89,6,4,322,710,2623,16,1,1,1,3,6
852,1,1,0,4,0,62,0.7,104,7,13,293,1159,2253,7,0,0,1,3,6
1974,1,1,1,4,1,24,0.3,80,7,13,250,545,861,6,0,1,0,0,6
1958,0,1.9,0,0,1,4,0.2,190,2,3,304,637,1409,3,1,1,1,3,4
1300,0,0.5,1,5,1,62,0.1,156,6,7,219,1037,874,10,0,0,1,0,4
708,1,1.9,1,0,1,26,0.3,116,7,1,206,620,1419,16,0,0,0,0,1
1163,0,2.1,0,0,0,19,0.9,132,2,1,728,818,2940,15,0,1,0,1,8
1944,0,0.5,1,5,0,36,0.1,197,6,18,1060,1970,584,13,0,0,1,3,9
973,1,0.5,0,5,1,53,0.5,196,5,7,105,588,1861,16,1,0,1,3,2
1804,1,0.5,1,9,0,22,0.6,153,7,19,1158,1244,3472,20,0,1,0,2,3
1023,0,2.3,0,5,0,30,0.2,80,8,7,5,1744,2086,19,0,0,0,3,11
1837,1,1,0,5,0,12,0.9,103,8,6,1420,1539,2294,20,0,1,0,2,7
1989,0,2.9,0,8,1,17,0.1,193,8,15,629,682,2369,18,0,0,1,1,5
1191,1,1.3,0,16,0,26,0.8,84,1,20,681,683,1604,9,0,1,0,3,8
1461,1,2.4,0,3,0,40,0.5,141,7,4,1265,1298,3799,4,0,1,1,2,9
919,1,0.5,0,11,1,13,0.3,159,1,15,275,570,1028,17,0,1,1,0,0
1117,0,0.6,0,0,1,31,0.2,146,2,7,1258,1627,2003,14,1,0,0,1,1
1824,0,1.9,0,9,0,2,0.7,103,1,14,50,1105,3958,19,0,0,1,2,6
1436,0,2.4,0,3,0,23,0.3,106,5,4,189,1411,2488,8,0,1,1,1,7
1686,0,0.5,0,4,1,28,0.8,182,5,8,599,1073,780,5,1,1,1,0,4
942,1,1.4,0,8,1,27,0.5,91,4,9,754,1532,587,13,1,0,0,0,6
904,1,1.6,0,5,0,14,0.2,102,8,9,56,760,1846,3,0,1,0,3,8
1589,1,2.5,1,5,0,51,0.8,195,1,18,810,1743,2612,16,0,1,1,1,1
1697,1,0.5,1,0,0,60,0.1,90,4,0,88,1046,441,11,0,0,1,0,8
808,1,0.5,0,0,1,8,0.1,192,4,1,618,1891,3762,12,0,1,0,2,1
972,0,1.3,1,8,1,44,0.7,82,7,10,297,589,3925,7,1,0,1,2,8
1208,1,2.9,1,5,0,16,1,175,1,19,691,1028,2201,12,0,1,1,3,9
1714,1,0.5,0,7,1,31,0.4,120,2,10,287,627,3707,19,1,1,0,2,1
802,1,0.5,0,3,1,43,0.6,153,5,6,527,734,3063,4,1,0,1,1,8
839,1,2,0,0,1,14,0.4,175,7,3,564,1391,3835,11,0,1,1,2,8
819,0,2.5,0,0,0,11,0.2,83,8,1,438,822,1094,15,0,1,1,0,11
1175,1,0.6,1,10,1,25,0.1,145,2,12,137,1501,3153,12,0,1,1,1,4
1759,0,1.4,1,10,0,15,0.4,101,4,13,382,1163,2107,16,0,0,1,1,7
956,1,1.9,0,1,1,42,0.1,133,7,11,403,1614,3700,7,0,0,1,2,5
623,1,1.4,0,0,0,15,0.2,189,3,1,778,844,3510,18,0,1,0,1,1
1439,1,0.9,1,12,0,20,0.8,147,1,17,626,932,1790,15,0,1,0,3,6
1414,1,2.6,1,1,1,27,0.6,137,4,20,804,1564,312,8,1,1,0,0,3
541,0,2.3,1,4,1,51,0.4,200,8,17,1012,1226,403,12,1,1,1,0,3
1414,1,2,0,2,1,54,0.8,99,7,3,262,829,3799,7,0,1,0,2,10
1012,1,0.5,0,4,1,39,0.1,161,4,6,882,1195,2802,10,0,0,1,1,1
1554,1,2.8,0,7,1,23,0.1,105,6,18,699,1492,2184,20,0,1,0,1,6
571,1,0.6,1,1,0,43,0.5,141,3,8,224,783,2587,18,0,1,1,3,10
1195,1,2,0,1,0,23,0.1,82,4,9,163,1100,980,17,0,1,1,0,9
1853,1,0.5,0,1,1,27,0.3,197,6,13,985,1005,1973,8,0,1,0,1,2
1512,0,1.7,1,12,1,6,0.7,162,7,17,205,884,2335,7,0,0,0,1,10
1122,1,2.8,1,0,1,28,0.6,184,3,4,1578,1963,1402,3,1,0,1,3,1
1150,0,0.5,0,4,0,27,1,134,1,17,234,1947,1610,16,0,1,1,3,5
1414,0,2.2,0,0,0,49,0.5,101,4,1,130,887,2290,12,0,0,1,3,10
896,1,1,0,3,0,4,0.3,111,1,4,1379,1469,1060,4,0,0,0,3,9
1822,1,1.2,1,0,1,8,0.2,195,6,0,172,910,2577,8,0,0,1,1,6
1205,1,0.5,0,3,1,12,0.6,175,4,6,573,614,860,14,0,1,0,0,2
1318,0,2.4,1,1,0,45,0.1,136,2,7,183,661,755,9,0,1,0,0,3
1083,0,2.9,0,1,0,39,1,173,8,2,523,542,3248,6,0,1,0,1,4
1632,0,1.4,1,0,1,41,0.1,132,4,1,706,1623,2614,15,0,1,1,1,3
1526,1,2.1,1,1,0,23,0.2,117,7,8,718,751,2227,3,0,0,1,1,8
935,0,0.5,0,3,0,58,0.1,155,5,12,639,1087,2473,9,0,1,0,1,6
1650,1,2.3,1,0,0,38,0.7,89,1,1,773,881,324,2,0,0,0,0,11
957,0,2.5,1,4,1,7,0.8,107,5,10,1201,1485,1846,7,0,1,0,3,1
1524,1,2.6,0,5,1,57,0.5,124,2,12,629,635,947,16,1,0,0,0,11
1515,1,2.6,1,0,0,56,0.9,184,3,1,1438,1593,262,20,0,0,1,0,7
1703,0,0.5,1,5,0,23,0.2,92,6,7,134,521,793,17,0,0,1,0,11
853,0,2,1,10,0,3,0.6,200,2,16,674,740,3701,8,0,0,1,2,2
1758,0,0.5,1,11,0,13,0.6,190,8,14,762,1864,1897,15,0,1,1,1,7
1589,0,2.2,0,2,1,58,0.1,128,4,4,957,1911,3961,14,0,1,0,2,7
511,1,0.9,0,15,0,24,0.6,136,3,18,367,1264,2378,4,0,1,1,3,3
1994,1,1.5,0,2,0,7,0.5,146,8,7,447,1435,3622,20,0,1,0,2,8
1712,1,1.4,1,1,1,63,0.5,137,7,12,747,1126,3652,19,0,1,1,2,9
1554,1,2.7,0,3,0,47,0.7,185,5,12,319,1367,509,19,0,1,1,0,9
1117,1,0.5,1,1,1,12,0.6,144,7,8,798,817,2895,16,0,0,1,1,11
1023,0,0.7,1,2,0,63,0.7,153,7,8,367,1985,3155,7,0,0,0,2,11
1310,1,2.3,0,3,1,15,0.2,150,5,11,954,970,2518,5,1,0,0,1,3
596,1,1.4,1,8,1,46,0.6,165,1,18,953,984,2505,15,0,0,1,3,10
1034,1,2.6,0,2,0,45,0.3,190,3,4,182,1293,969,7,0,1,1,0,4
1113,1,0.6,0,0,1,25,0.3,145,1,10,1047,1312,277,12,0,1,0,0,11
1923,1,1.3,1,3,1,24,1,86,4,4,874,1264,2479,15,0,0,1,1,11
987,1,2,0,1,1,20,0.8,192,7,3,412,565,1454,8,0,0,1,0,2
1101,1,1.8,1,0,1,31,0.2,148,2,7,387,1269,2196,19,1,0,0,3,9
686,0,2.7,0,0,1,36,0.1,194,4,1,64,745,1503,13,1,1,1,0,3
1966,0,1.4,0,2,1,40,0.9,185,8,18,1197,1987,1185,20,1,0,1,1,2
1232,1,2.9,0,1,0,24,0.3,169,5,17,361,809,1257,16,0,1,1,0,3
1380,0,2.1,0,1,0,4,0.8,92,3,13,420,500,797,15,0,0,1,0,0
765,1,2.9,1,0,0,18,0.1,153,7,0,6,793,1066,16,0,0,1,0,9
1557,1,2.8,0,16,1,2,0.1,123,5,20,1107,1442,2690,9,1,1,0,2,4
764,0,1.2,0,1,1,13,1,152,8,2,361,511,3148,6,0,0,1,1,10
1344,1,1.5,1,1,1,14,0.5,190,1,3,419,556,2074,5,0,0,1,3,4
1011,1,1.1,1,4,0,36,0.2,131,7,18,481,749,2261,16,0,0,0,3,5
1856,1,0.5,0,0,0,24,0.1,155,5,1,277,1155,2052,10,0,0,1,1,4
1973,0,0.5,0,3,1,21,0.8,95,8,7,127,507,1724,8,1,1,0,3,0
873,0,0.5,0,6,1,8,0.6,152,7,9,1257,1411,575,7,0,1,0,0,9
623,1,2,1,2,1,6,0.1,127,3,4,144,672,3657,19,0,0,1,1,6
1895,1,0.5,1,2,0,5,0.7,134,1,11,725,1335,774,6,0,0,1,3,9
684,0,0.9,0,3,0,63,1,157,5,9,159,1738,3756,12,0,0,0,2,10
737,0,2.4,0,7,1,49,0.6,193,4,16,781,1463,2951,10,1,0,1,1,0
954,0,0.5,1,0,1,50,0.3,134,2,11,228,1058,438,2,0,1,1,0,1
1329,0,1,1,1,1,52,0.9,181,6,2,1053,1458,1228,6,0,1,0,3,8
1057,1,2.1,1,4,1,5,0.5,154,5,13,416,1055,3705,13,0,1,1,2,4
1279,0,2.5,1,5,0,7,0.5,105,6,6,560,1633,1150,7,0,1,1,3,10
771,0,0.5,0,0,0,33,0.1,157,3,17,776,1247,920,10,0,0,0,0,11
816,0,0.5,1,4,1,14,0.9,198,3,13,149,558,1018,15,0,1,1,0,1
1395,1,1.8,0,0,1,23,0.1,111,3,1,213,705,2571,13,0,1,0,1,0
1451,0,0.5,1,5,0,57,0.6,181,8,12,812,1456,3038,18,0,1,0,2,2
1278,0,1.2,1,10,0,60,0.6,172,7,14,1244,1504,3142,19,0,1,0,2,0
1512,0,0.5,1,1,1,52,0.1,131,1,14,333,952,3002,7,1,1,0,1,10
1472,1,3,1,4,0,20,0.3,169,2,6,443,892,797,11,0,0,1,0,4
1251,1,0.5,0,10,0,29,0.7,133,6,16,308,591,1052,11,0,1,1,0,1
748,0,1.7,1,0,0,27,0.9,150,8,4,450,1554,2126,7,0,1,1,3,9
1456,1,1.6,0,9,0,39,0.1,80,8,10,815,1666,3998,13,0,0,1,2,10
625,0,1.9,1,12,0,33,0.2,191,1,20,431,550,3801,2,0,1,1,1,5
1137,1,2.2,1,6,0,3,0.9,173,5,7,1250,1285,316,17,0,1,1,0,11
940,1,2.9,1,0,1,16,0.7,115,4,1,499,1090,2192,9,0,0,0,3,3
1387,1,0.5,1,0,0,61,0.5,98,3,0,785,1151,629,11,0,0,1,0,11
1254,0,1.2,1,2,0,27,0.2,134,2,10,1288,1372,817,16,0,0,0,0,10
1549,0,0.5,1,4,1,8,0.4,158,5,7,721,1514,1998,15,0,0,1,1,6
645,1,0.5,1,1,1,41,1,197,7,10,327,580,2962,4,0,0,0,1,3
705,0,0.5,1,5,0,57,0.9,155,6,9,1114,1374,1509,18,0,0,0,3,0
1135,0,2,0,0,1,46,0.3,83,1,4,293,1846,3029,9,0,0,0,2,3
841,1,0.5,1,6,0,11,0.3,81,5,14,125,675,957,11,0,0,1,0,11
1320,1,2.1,0,0,0,41,0.6,144,7,2,123,1229,542,14,0,0,1,0,11
1231,1,1.2,0,5,1,54,0.8,185,3,10,632,1184,1762,6,0,0,1,3,4
1485,0,0.9,0,0,0,28,0.8,158,5,1,371,1023,3241,11,0,0,1,2,11
1935,1,0.5,1,0,0,29,0.6,124,5,9,806,860,455,6,0,1,0,0,7
1653,1,0.5,0,2,0,37,0.9,176,4,6,447,1785,3955,18,0,0,0,2,2
1281,0,2.8,0,3,0,8,0.3,144,4,19,590,954,1851,9,0,0,1,3,1
1699,1,0.5,0,1,1,59,0.5,97,4,3,466,1768,3796,12,1,0,0,2,3
781,0,1.3,0,1,1,64,0.2,88,2,7,368,607,3862,9,1,1,1,2,10
1835,0,2.3,1,4,0,11,0.1,193,7,13,385,583,448,14,0,1,1,0,0
1447,0,2.5,0,2,1,9,0.2,155,8,16,737,1455,568,8,1,1,1,0,10
1177,1,0.9,1,1,0,29,0.4,191,2,8,178,882,311,19,0,1,1,0,9
1983,0,0.5,0,3,1,43,1,87,6,10,349,676,2775,3,1,0,0,1,8
1271,1,1.5,0,0,1,2,0.9,161,1,1,1260,1788,892,20,1,0,1,3,10
1708,1,0.8,1,8,0,14,0.9,197,4,16,263,1345,1247,16,0,1,1,3,11
1670,0,1.6,0,0,1,47,0.8,139,8,15,1706,1886,876,5,0,0,1,3,1
825,0,1.5,1,11,1,38,0.4,94,3,18,540,783,716,14,1,0,1,0,5
763,1,1.7,0,,0,2,0.5,92,8,14,1028,1186,1050,8,0,0,1,0,11
1236,1,0.9,0,2,0,57,0.1,188,1,14,517,809,1406,20,0,1,0,0,4
1130,0,0.5,0,1,0,29,0.7,130,1,14,593,1327,432,10,0,0,0,0,8
1126,1,0.7,1,3,1,49,0.9,165,8,17,114,1726,3739,13,0,1,1,2,8
1928,1,2.6,1,5,1,5,0.8,162,5,16,229,1004,696,15,0,0,0,0,8
1696,1,1.7,1,1,1,13,0.9,97,3,2,179,772,523,4,1,0,0,0,6
733,1,2.1,1,5,0,7,0.2,174,7,10,445,1409,1403,2,0,0,1,0,2
802,0,2.4,0,1,1,45,0.8,157,3,9,1299,1633,3713,8,1,1,1,2,4
1067,1,1.8,0,11,1,14,0.2,146,1,15,965,1009,966,13,1,1,0,0,10
1092,1,2.7,0,8,1,45,0.8,185,1,10,1404,1424,1303,20,1,0,0,3,0
1564,1,2.3,1,4,0,25,0.5,189,6,17,1259,1965,1496,7,0,0,0,3,2
1630,0,2.8,0,0,0,32,0.9,80,6,1,712,1726,1751,20,0,1,0,1,7
906,1,2.1,0,7,1,18,0.1,136,2,11,1102,1793,3412,16,0,1,1,2,6
987,0,1.9,1,4,0,52,0.5,83,3,8,419,736,2757,15,0,0,1,1,10
1431,0,0.5,1,0,0,56,0.6,191,1,1,156,952,461,8,0,1,1,0,3
1754,0,2.1,0,1,0,52,1,101,4,3,199,1452,3019,19,0,1,0,2,0
680,0,2.4,1,13,0,34,0.4,157,2,17,686,1418,3845,4,0,0,0,2,9
1972,0,1.6,1,0,1,48,0.5,92,8,2,290,804,2872,11,0,1,0,2,9
963,1,0.5,1,1,0,60,0.8,156,3,3,742,821,2722,16,0,1,1,1,2
1217,0,0.5,1,3,1,17,0.5,182,4,13,628,632,1711,9,0,1,0,3,5
936,0,2.3,1,5,0,57,0.2,129,2,6,657,938,2049,5,0,0,1,3,8
962,1,1,0,14,1,2,0.9,125,1,20,1618,1916,1491,14,0,1,1,3,4
1201,0,0.5,1,2,1,10,1,99,7,7,306,558,495,14,0,0,0,0,9
1129,0,0.8,0,9,0,21,0.6,116,2,10,1128,1702,1400,13,0,0,1,3,0
1619,0,0.9,1,3,1,20,0.9,117,6,9,813,1180,464,16,0,1,0,0,3
731,0,0.5,0,0,0,28,0.5,130,8,0,424,1032,1774,10,0,1,1,3,3
842,0,1.8,0,4,1,57,1,124,3,10,348,730,1903,14,1,0,1,3,2
1545,1,1.3,0,15,0,35,0.1,173,5,20,115,1352,3197,6,0,1,0,2,9
1373,0,1,0,2,1,50,0.2,127,7,12,105,673,3800,14,0,1,1,2,2
1617,0,2.6,1,14,1,29,0.9,113,6,20,283,676,3685,18,1,1,1,2,4
1590,1,0.6,0,0,1,7,0.3,122,3,17,1464,1595,1201,18,0,0,0,3,7
555,0,3,0,5,0,38,0.8,193,2,10,214,1970,1686,8,0,1,0,3,9
1631,1,0.9,0,2,0,3,0.1,198,7,12,177,1905,301,13,0,1,1,0,9
1914,1,0.7,1,1,1,35,0.6,118,8,2,942,1701,643,8,0,1,0,3,5
1562,1,0.5,0,1,0,20,0.8,172,8,10,678,1676,3465,6,0,0,1,2,9
770,0,1.5,0,6,1,61,0.2,196,4,9,603,1483,3473,4,1,1,0,2,4
1156,1,0.5,1,6,1,61,0.1,89,7,9,1214,1262,1796,13,1,0,0,3,3
1936,0,1.9,0,13,0,34,0.2,182,7,14,591,1089,1671,9,0,1,0,3,10
581,1,0.6,1,5,0,56,0.2,180,2,10,523,565,354,13,0,0,0,0,5
1446,0,2.8,0,0,0,18,0.3,178,8,1,351,1769,3340,16,0,0,0,2,9
794,0,0.5,0,0,0,2,0.8,106,6,14,1222,1890,668,19,0,0,1,0,5
1550,0,2.7,1,2,1,32,0.1,126,7,5,1541,1619,1571,14,1,1,1,1,3
1755,0,1.3,1,0,0,24,0.1,134,7,2,286,1075,3937,7,0,1,0,2,0
1544,1,2.4,1,18,0,12,0.1,186,7,20,470,844,489,2,0,1,0,0,8
1330,1,0.9,1,6,0,52,0.8,84,4,12,462,1304,3269,8,0,0,1,2,9
924,1,0.5,0,0,0,47,0.3,167,8,6,108,1813,1620,12,0,1,1,3,7
1987,0,1.9,1,0,1,50,0.7,119,8,18,960,1925,857,6,0,0,1,3,0
1038,1,1.2,1,3,1,43,0.7,141,1,5,4,638,3709,12,0,0,0,2,10
1688,1,2.5,1,0,0,21,0.2,170,7,0,650,864,3984,8,0,0,0,2,2
582,1,0.5,1,8,1,32,0.7,107,3,11,1043,1702,2977,20,1,0,0,1,2
1692,1,2.3,0,4,0,46,0.9,139,1,6,674,1925,1394,6,0,0,1,3,5
1147,1,0.8,0,11,1,28,0.7,158,6,13,1085,1134,2627,15,0,1,0,1,8
514,0,2.9,0,5,1,18,0.7,141,2,8,1083,1492,980,16,1,1,0,0,7
1849,0,2.3,1,7,0,15,0.4,144,5,19,606,1123,3447,19,0,1,0,2,3
660,1,0.5,1,5,0,40,0.5,111,2,10,262,1178,588,18,0,0,0,0,1
1854,1,0.9,0,0,0,33,0.4,195,1,0,665,718,1675,9,0,1,0,3,0
1628,0,1.8,0,11,1,56,0.1,136,2,13,500,1713,3358,12,0,0,0,2,9
1670,0,3,1,14,1,62,0.5,114,8,20,1117,1330,3024,20,1,1,0,2,3
825,1,0.5,0,0,0,23,0.1,86,2,0,206,1917,3278,2,0,1,0,2,3
890,0,2.2,0,4,1,44,0.5,198,8,13,1074,1873,751,3,1,1,1,0,0
713,0,1.6,1,7,0,2,0.4,181,8,9,1211,1378,485,4,0,0,0,0,6
1718,0,2.5,0,14,0,6,0.1,183,5,16,564,980,3755,8,0,0,0,2,0
823,0,2.7,0,13,1,60,0.5,148,8,19,822,1449,905,17,0,0,0,0,6
1715,1,1.9,1,4,0,3,0.1,171,5,6,79,1652,514,13,0,1,1,0,4
633,0,2.2,1,0,0,49,0.1,139,8,1,529,1009,3560,16,0,0,0,1,10
1892,0,0.7,1,5,1,47,0.4,110,4,10,1399,1564,2172,3,0,0,0,1,2
1840,1,0.5,0,12,1,34,0.7,142,1,16,311,1545,1078,10,1,1,1,3,0
1926,0,1.7,0,1,0,33,0.4,172,3,2,982,1157,2488,14,0,1,1,1,6
1717,0,1.3,1,1,1,62,0.7,130,1,3,609,810,3226,5,1,0,1,2,3
1414,1,0.5,1,0,0,15,0.8,168,2,0,294,1233,1069,14,0,1,1,0,8
755,0,2.8,1,5,0,51,0.3,186,4,12,315,990,2734,16,0,1,0,1,11
1157,0,0.8,1,7,1,27,0.1,88,8,8,1694,1798,2885,2,0,1,0,2,4
1496,0,2,0,4,1,42,0.5,182,5,5,96,741,854,7,1,0,0,0,2
1827,0,0.8,1,4,1,61,0.9,130,7,9,253,1764,2693,7,1,0,0,2,8
1006,1,2.2,0,4,0,22,0.8,135,4,8,35,991,909,7,0,1,0,0,0
1777,0,3,1,3,1,20,0.6,188,6,5,511,616,3868,7,1,0,0,2,6
668,1,2.9,0,7,1,30,0.2,195,8,12,522,1056,2399,7,0,0,0,3,1
1766,0,0.5,0,1,0,22,0.8,122,8,4,291,1318,3297,16,0,1,1,2,7
1062,1,0.5,1,3,0,39,0.9,124,4,4,571,817,1345,11,0,1,0,0,2
1715,1,2.6,0,9,0,15,0.6,120,6,20,114,1849,1249,4,0,0,1,3,9
1276,0,2.9,0,2,1,53,0.3,130,2,3,217,735,3798,8,0,0,0,2,2
1001,1,2.8,0,1,1,40,0.2,117,3,7,922,1836,3654,10,0,0,0,2,2
772,1,1.1,0,12,1,39,0.8,81,7,14,1314,1854,2819,3,0,0,1,2,11
1712,0,0.9,0,2,1,23,1,155,7,19,155,663,1422,15,0,0,1,3,6
1456,0,0.5,0,7,1,7,0.4,105,5,12,823,1104,1587,20,0,1,0,3,1
648,0,0.5,0,9,0,54,0.4,109,5,20,1153,1817,3124,13,0,1,1,2,6
794,1,2.5,0,15,1,14,0.6,197,3,19,312,1376,2171,18,1,1,0,3,5
1089,1,1.4,0,10,1,2,0.1,153,7,20,211,1409,2620,13,0,1,1,1,11
860,0,1.6,0,13,1,48,0.5,187,7,18,335,1463,1870,18,0,1,1,3,2
1692,1,2.1,1,4,0,2,0.9,106,1,17,1899,1904,3779,7,0,0,0,2,9
1723,0,1,1,1,0,7,0.6,126,3,17,384,1361,1213,16,0,0,0,3,2
1721,0,0.5,0,4,0,33,0.5,128,4,5,871,1048,707,5,0,0,0,0,8
948,1,2.3,1,14,1,22,0.1,173,5,20,257,1654,3499,19,0,0,0,2,5
595,1,2.6,1,0,0,20,0.4,122,2,18,623,816,1593,2,0,1,0,0,5
504,0,0.5,0,2,0,46,0.9,172,5,14,280,1795,2085,8,0,1,1,3,11
643,1,1,1,9,0,18,0.2,187,8,12,442,1079,2648,18,0,0,0,3,6
826,1,0.6,1,3,1,62,0.7,187,4,19,778,1615,1998,17,1,1,1,3,5
867,1,1.4,0,0,0,4,0.7,135,6,1,70,1974,790,3,0,0,1,0,11
1189,0,2.3,1,13,1,8,0.5,198,3,14,379,932,893,13,0,0,1,0,10
1689,1,1.8,1,17,1,24,0.3,127,3,18,954,1200,2766,7,1,0,0,2,5
1289,1,0.9,1,10,0,25,1,178,6,12,765,899,1043,11,0,0,1,0,11
1561,0,1.6,0,1,0,27,0.8,174,3,10,662,874,1205,3,0,0,1,3,1
523,1,2.6,0,1,1,14,0.1,155,8,2,304,1042,1427,9,1,0,1,0,1
1449,0,0.5,0,0,1,52,0.6,105,6,0,211,947,2036,10,1,0,1,3,2
1219,1,1.6,0,5,1,4,0.3,169,6,7,1419,1698,1998,4,1,1,1,1,8
835,1,0.8,0,2,0,42,0.8,128,5,18,396,1378,2583,13,0,0,0,1,7
574,0,2,0,0,0,26,0.5,118,6,2,382,1364,1303,2,0,1,0,0,10
1853,0,1,1,2,1,23,0.4,92,1,15,202,1951,2775,17,0,1,1,2,11
1131,0,0.5,0,11,1,49,0.6,101,5,18,658,878,1835,16,0,0,1,3,11
912,0,2,1,1,1,54,0.3,161,8,5,329,1053,2330,20,1,0,1,3,0
1261,0,0.5,0,0,0,11,0.2,90,4,0,858,1591,348,14,0,1,0,0,7
767,1,0.8,1,7,0,10,0.5,107,4,12,517,1995,2317,12,0,0,0,1,7
510,0,2,0,5,0,45,0.9,168,6,16,483,754,3919,2,0,0,0,2,1
1077,1,2.5,0,0,0,45,1,174,3,4,897,1304,1965,6,0,0,1,3,11
1659,0,2.5,1,2,1,41,0.1,88,7,18,787,1515,545,9,1,0,0,0,10
1065,1,2.8,0,0,0,21,0.1,158,5,3,760,1722,1193,20,0,1,0,3,5
1314,0,2.2,1,0,0,40,0.8,116,7,1,328,1858,3033,17,0,0,0,2,8
720,0,0.9,0,12,0,14,0.8,165,4,14,366,1234,1086,3,0,0,1,0,8
775,0,2.5,0,1,0,10,0.1,185,7,14,444,1555,1719,18,0,0,0,3,9
1907,1,2,1,13,1,55,0.9,105,7,15,713,1513,286,17,0,1,0,0,10
1837,1,0.5,1,9,1,36,0.9,162,4,20,786,872,770,15,1,1,0,0,8
1559,0,1.3,0,10,0,10,0.3,114,8,17,117,681,2203,15,0,0,0,3,0
1676,1,1.6,1,2,1,37,0.2,145,1,3,134,1197,2515,4,0,1,0,1,10
1522,1,2.2,1,4,1,21,0.7,162,6,11,533,1696,3767,16,1,1,0,2,11
1018,1,2.2,1,8,1,16,0.6,153,8,10,992,1433,3143,20,1,0,1,2,11
1164,1,1,1,4,0,19,0.9,95,8,18,729,1704,3309,3,0,1,0,2,2
1654,0,1.5,0,0,0,43,0.3,109,2,0,546,629,3112,10,0,0,1,2,11
671,1,2.9,1,7,0,2,0.1,95,6,19,614,1617,2278,2,0,1,1,1,1
765,1,0.5,0,0,0,47,0.3,115,8,1,1277,1429,2243,4,0,1,0,1,1
514,0,1.6,1,7,0,37,0.1,172,1,9,956,1723,3392,5,0,0,0,2,0
602,1,0.9,1,9,1,50,0.9,141,8,18,1571,1717,2189,16,1,0,1,1,11
914,0,0.9,1,2,1,4,0.8,100,2,12,191,1495,808,5,0,0,1,0,1
546,0,2.6,0,5,1,26,1,159,5,15,416,1658,1550,3,1,0,1,3,7
1672,0,0.5,0,13,0,32,0.7,174,1,20,1281,1896,1267,20,0,0,1,3,9
623,0,0.9,1,1,0,3,0.1,102,8,7,1749,1781,3537,3,0,1,0,2,2
1193,0,3,1,10,1,56,0.4,196,3,17,674,864,2394,14,0,0,1,1,7
1225,0,2.1,0,8,1,13,0.5,116,4,12,759,1404,3836,11,1,1,1,2,2
1979,0,1.6,0,0,1,32,0.2,165,7,1,833,1630,452,14,1,0,1,0,2
1701,0,0.5,1,13,0,46,0.9,115,2,15,364,828,,10,0,0,1,2,9
591,0,0.5,0,1,0,16,0.9,90,6,17,892,1603,3746,5,0,0,1,2,8
1565,0,0.5,1,0,1,38,0.1,121,5,1,781,1364,308,7,0,0,0,0,0
1269,0,2.8,0,16,1,41,1,180,8,17,406,1036,2341,16,1,1,0,1,7
1430,1,0.5,0,1,1,27,0.5,183,1,16,1132,1182,2832,15,1,0,0,1,11
1809,1,0.5,1,6,1,23,0.7,123,6,19,433,1661,2784,20,0,0,0,2,9
1072,0,2.2,0,6,1,19,0.4,114,8,16,380,877,2715,16,1,0,1,1,5
1971,0,0.5,0,0,1,40,0.3,186,7,19,485,922,571,17,0,0,1,0,2
1872,0,2.3,1,6,1,44,0.7,134,3,15,459,1259,1955,15,0,1,0,1,9
1469,1,2.1,1,0,1,8,0.7,123,7,0,398,1133,1052,3,1,0,1,0,7
1648,0,0.5,1,1,0,17,0.9,142,2,3,1119,1238,1184,2,0,1,0,3,9
1945,1,1.6,0,0,0,57,0.3,195,4,1,743,1753,732,14,0,0,1,3,3
1569,1,0.8,0,8,1,59,0.9,111,3,16,1261,1383,3672,15,0,1,0,2,2
809,1,0.8,1,10,1,21,0.9,91,7,19,1453,1726,1274,3,1,1,1,3,10
1762,0,2.5,1,10,0,15,0.3,107,8,11,1103,1364,2183,11,0,0,1,1,11
535,1,1.9,1,5,1,24,0.2,190,8,19,398,1775,524,4,1,1,1,0,11
1671,1,0.5,0,13,1,5,0.9,179,8,18,398,1263,815,10,0,0,0,0,0
1642,1,0.5,0,16,0,8,0.3,171,6,17,129,873,2984,17,0,1,0,1,7
1496,0,1.3,0,0,0,6,0.5,85,3,9,549,1383,3571,11,0,0,0,2,11
946,1,1.7,0,8,0,25,0.8,143,6,15,650,1740,2177,13,0,0,0,1,8
